"fips","region","abb","polyname","work.own","intel.own","trust.own","work.oth","intel.oth","trust.oth","age","educ","hhinc","race","wave.race","prim.08","clinton.therm","obama.therm","vote.08","gen.08","gen.04","party.id","ideol","wt.345","female","obama.vote.gen","obama.vote.prim","obama.kerry.dum","obama.kerry.dum2","obama.kerry.3","kerry.no.08","oc.therm.dum","oc.therm.lin"
42,1,"PA","pennsylvania",42.5,43.5,43,43,42.5,43,44,4,11,1,5,2,60,60,1,2,1,3,4,0.42,0,1,0,0,0,0,0,0,0
11,3,"DC","district of columbia",18.5,12,18,25,18.5,31,57,7,15,4,5,4,30,25,1,1,2,5,3,0.77,0,0,0,0,NA,0,NA,0,-5
48,3,"TX","texas",37,31,40,55.5,43,55.5,44,4,9,1,5,NA,25,5,1,1,2,5,6,0.31,0,0,NA,0,NA,0,NA,0,-20
41,4,"OR","oregon",25,31,25,62.5,62.5,62.5,65,3,10,1,5,NA,0,0,1,1,2,7,7,0.49,1,0,NA,0,NA,0,NA,0,0
48,3,"TX","texas",43,43.5,43.5,49.5,56.5,50,31,7,15,1,5,NA,85,10,1,1,2,6,5,0.47,1,0,NA,0,NA,0,NA,0,-75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,25,1,1,1,2,4,1.05,NA,0,0,1,1,1,0,0,-5
19,2,"IA","iowa",35,25,30,40,30,40,75,3,4,1,5,NA,40,25,1,1,2,6,6,NA,0,0,NA,0,NA,0,NA,0,-15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,100,50,1,2,1,3,3,0.25,NA,1,0,0,0,0,0,0,-50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,30,NA,NA,1,2,4,NA,NA,NA,0,NA,NA,0,NA,0,-45
53,4,"WA","washington",37,27,49.5,36,25,50,30,3,13,1,5,2,65,50,1,1,2,3,4,1,1,0,0,0,NA,0,NA,0,-15
6,4,"CA","california",0,0,0,0,0,0,36,4,15,4,5,4,25,50,NA,NA,3,3,3,NA,0,NA,0,0,NA,0,NA,1,25
36,1,"NY","new york",0,0,0,0,0,0,55,3,1,1,5,NA,50,50,1,1,2,7,2,0.23,1,0,NA,0,NA,0,NA,0,0
51,3,"VA","virginia",49,49.5,49,49,50,50,49,5,11,1,5,2,48,48,1,2,2,2,4,0.48,0,1,0,0,NA,-1,NA,0,0
6,4,"CA","california",19,27,25,37,20,25,70,6,4,1,5,NA,0,0,NA,NA,2,7,6,NA,1,NA,NA,0,NA,0,NA,0,0
48,3,"TX","texas",24.5,18,18,30,24.5,17.5,47,6,16,1,5,NA,12,12,0,NA,2,7,6,0.59,1,NA,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,7,4,NA,NA,NA,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,60,60,NA,NA,2,2,6,NA,NA,NA,1,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,95,NA,NA,1,2,3,NA,NA,NA,1,NA,NA,0,NA,1,91
4,4,"AZ","arizona",37,37,37,31,37,37,48,3,13,1,5,2,80,70,0,NA,1,3,2,1.31,0,NA,0,NA,NA,0,1,0,-10
36,1,"NY","new york",62,86,100,73,88,100,43,4,11,1,5,2,50,0,NA,NA,NA,5,2,NA,1,NA,0,NA,NA,0,NA,0,-50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,75,NA,NA,1,1,2,NA,NA,NA,0,NA,NA,0,NA,0,0
21,3,"KY","kentucky",50,49.5,49.5,49.5,49.5,49.5,43,6,10,1,5,2,60,50,1,2,1,2,3,0.53,1,1,0,0,0,0,0,0,-10
17,2,"IL","illinois",12,12,16,37,39,42.5,52,3,15,1,5,NA,0,65,1,1,2,7,4,0.3,1,0,NA,0,NA,0,NA,1,65
48,3,"TX","texas",0,0,0,0,0,0,59,6,18,4,5,7,50,100,1,2,1,1,2,0.81,1,1,1,0,0,0,0,1,50
36,1,"NY","new york",49,48,44.5,47,50,44,45,6,17,1,5,2,75,50,1,2,1,2,3,0.59,0,1,0,0,0,0,0,0,-25
42,1,"PA","pennsylvania",25,19,25,74.5,55.5,80.5,45,4,11,1,5,2,51,0,1,1,4,2,5,1.3,0,0,0,0,NA,0,NA,0,-51
4,4,"AZ","arizona",0,0,0,0,0,0,65,4,8,1,5,NA,0,1,1,5,4,7,6,3.79,0,0,NA,0,NA,0,NA,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,1,2,1,3,NA,2.96,NA,1,NA,0,0,0,0,0,0
26,2,"MI","michigan",49,49.5,50,49,49,49,49,7,16,1,5,NA,0,50,1,1,2,7,2,0.12,0,0,NA,0,NA,0,NA,1,50
55,2,"WI","wisconsin",0,0,0,0,0,0,52,4,15,1,5,NA,25,6,NA,NA,2,7,6,NA,1,NA,NA,0,NA,0,NA,0,-19
8,4,"CO","colorado",0,0,0,0,0,0,27,6,10,2,5,NA,0,0,0,NA,NA,3,2,2.33,1,NA,NA,NA,NA,0,NA,0,0
8,4,"CO","colorado",55.5,43.5,57.5,30.5,31,30.5,43,8,16,1,5,7,75,75,1,2,1,3,1,0.18,1,1,1,0,0,0,0,0,0
54,3,"WV","west virginia",24.5,24.5,18.5,25,25,18,40,3,7,1,5,NA,50,50,0,NA,NA,7,5,0.82,1,NA,NA,NA,NA,0,NA,0,0
31,2,"NE","nebraska",49.5,49.5,49.5,49.5,49.5,50,79,6,7,1,5,NA,10,5,1,1,2,6,5,0.18,1,0,NA,0,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,100,100,NA,NA,1,1,4,NA,NA,NA,1,NA,NA,0,NA,0,0
37,3,"NC","north carolina",2,2.5,1.5,49.5,49.5,49.5,21,2,1,5,5,7,55,100,1,2,1,1,2,0.75,0,1,1,0,0,0,0,1,45
27,2,"MN","minnesota",31.5,31.5,32.5,25,19.5,20.5,69,3,8,1,5,2,50,10,1,1,1,3,2,0.52,0,0,0,1,1,1,0,0,-40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,75,0,NA,1,2,3,0.9,NA,NA,0,NA,NA,0,1,0,0
55,2,"WI","wisconsin",43.5,52.5,25,37,31.5,27.5,49,3,12,1,5,NA,2,1,1,1,2,5,4,0.51,0,0,NA,0,NA,0,NA,0,-1
53,4,"WA","washington",16.5,17.5,18.5,17.5,18,18,50,4,12,2,5,7,50,100,1,2,1,1,2,0.34,1,1,1,0,0,0,0,1,50
42,1,"PA","pennsylvania",27,30.5,30.5,28,30,30,57,7,11,1,5,2,80,75,1,2,1,1,2,0.25,1,1,0,0,0,0,0,0,-5
20,2,"KS","kansas",24,30.5,30,43.5,30,49.5,50,7,13,2,5,NA,60,100,1,2,2,6,5,0.12,1,1,NA,0,NA,-1,NA,1,40
20,2,"KS","kansas",37.5,43,43.5,56.5,43.5,49.5,50,3,8,1,5,NA,0,25,1,1,2,7,3,0.15,1,0,NA,0,NA,0,NA,1,25
36,1,"NY","new york",49.5,49.5,49,49.5,49,49.5,64,7,15,1,5,2,90,80,1,2,1,1,1,0.15,0,1,0,0,0,0,0,0,-10
12,3,"FL","florida",62.5,48.5,68,81,42.5,75,87,9,7,1,5,NA,20,0,1,1,4,5,5,0.46,0,0,NA,0,NA,0,NA,0,-20
17,2,"IL","illinois",4,4.33333333333333,4,28.6666666666667,35.6666666666667,37.3333333333333,65,6,6,2,5,7,40,95,1,2,2,1,2,0.13,1,1,1,0,NA,-1,NA,1,55
17,2,"IL","illinois",15.5,12,18,15,12.5,19,55,5,16,1,5,NA,78,78,1,2,2,5,3,0.22,1,1,NA,0,NA,-1,NA,0,0
39,2,"OH","ohio",27.5,32.5,35,32.5,40,40,65,4,6,1,5,2,0,0,1,1,2,3,4,3.55,1,0,0,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,-1
48,3,"TX","texas",45,55,50,20,20,15,58,4,9,4,5,NA,50,0,NA,NA,2,5,5,NA,1,NA,NA,0,NA,0,NA,0,-50
8,4,"CO","colorado",29,26,33,30,33,43,73,3,11,1,5,7,50,65,1,2,2,2,4,NA,0,1,1,0,NA,-1,NA,1,15
26,2,"MI","michigan",6,6,6,6,6,6,39,4,9,4,5,7,60,100,1,2,1,1,1,1.14,1,1,1,0,0,0,0,1,40
17,2,"IL","illinois",8.33333333333333,11,12,21.6666666666667,32,24.3333333333333,59,7,13,1,5,7,60,100,1,2,1,2,4,0.23,0,1,1,0,0,0,0,1,40
27,2,"MN","minnesota",20.6666666666667,27,34,23.3333333333333,26.6666666666667,35,45,7,13,1,5,NA,50,75,1,1,2,5,4,0.28,0,0,NA,0,NA,0,NA,1,25
18,2,"IN","indiana",49.5,49,49.5,49,49,49.5,44,6,11,1,5,NA,50,50,1,2,2,6,5,0.15,1,1,NA,0,NA,-1,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,1,1,4,5,6,NA,NA,0,NA,0,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,3,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA
12,3,"FL","florida",59,54.5,62.5,40.5,56,58.5,54,8,7,4,5,2,65,34,1,2,3,6,4,NA,0,1,0,0,NA,0,NA,0,-31
39,2,"OH","ohio",17,17.5,6,12,12,0,46,5,16,1,5,NA,40,35,1,1,2,6,6,0.3,0,0,NA,0,NA,0,NA,0,-5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,10,0,NA,NA,5,2,0.31,NA,NA,0,NA,NA,0,NA,0,0
45,3,"SC","south carolina",25,24,25,24,25,24,43,6,16,1,5,NA,0,0,NA,NA,2,7,6,NA,0,NA,NA,0,NA,0,NA,0,0
36,1,"NY","new york",23.5,35.5,22,25,23,19.5,22,1,2,1,5,2,NA,NA,0,NA,NA,3,4,5.44,0,NA,0,NA,NA,0,NA,NA,NA
13,3,"GA","georgia",9.5,9.5,10,9.5,9.5,9.5,60,6,15,1,5,NA,10,10,1,1,2,5,6,0.41,0,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,NA,NA,2,6,6,NA,NA,NA,NA,0,NA,0,NA,1,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,NA,NA,2,3,4,NA,NA,NA,0,0,NA,0,NA,0,0
1,3,"AL","alabama",12.5,15,17.5,15,20,30,54,4,5,2,5,NA,0,0,1,2,NA,3,5,1.57,1,1,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,50,NA,NA,1,3,3,NA,NA,NA,0,NA,NA,0,NA,0,-25
36,1,"NY","new york",35.5,35.5,31,24.5,28,25,37,6,16,1,5,7,75,80,1,2,1,2,3,NA,0,1,1,0,0,0,0,1,5
13,3,"GA","georgia",20.5,13,18.5,8.5,4.5,61.5,43,6,11,2,5,7,50,75,1,2,1,1,6,4.03,1,1,1,0,0,0,0,1,25
36,1,"NY","new york",24,30.5,31,49.5,25,30,46,7,16,1,5,8,25,50,1,1,1,2,4,NA,0,0,0,1,1,1,0,1,25
49,4,"UT","utah",32,32,32,31,30.5,30.5,43,5,12,1,5,NA,25,25,1,1,2,7,6,0.36,0,0,NA,0,NA,0,NA,0,0
12,3,"FL","florida",18,6.5,18.5,62,49.5,50,68,4,10,1,5,7,50,0,1,1,2,2,4,0.39,1,0,1,0,NA,0,NA,0,-50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,NA,NA,1,4,5,NA,NA,NA,NA,NA,NA,0,NA,0,-25
18,2,"IN","indiana",20,20,15,22.5,25,30,68,3,11,1,5,2,100,5,1,4,1,3,4,4.6,0,0,0,0,0,0,0,0,-95
41,4,"OR","oregon",45.5,41,43,68.5,49.5,56,44,4,14,1,5,2,50,25,1,2,1,1,2,NA,0,1,0,0,0,0,0,0,-25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,5,6,NA,NA,0,NA,0,NA,0,NA,0,0
39,2,"OH","ohio",24.5,25,25.5,25,24.5,24.5,25,6,17,1,5,NA,0,45,0,NA,NA,6,4,1.29,0,NA,NA,NA,NA,0,NA,1,45
13,3,"GA","georgia",0,0,0,0,0,0,44,7,17,1,5,NA,4,25,1,1,2,7,5,NA,0,0,NA,0,NA,0,NA,1,21
48,3,"TX","texas",49.5,49.5,49.5,50,49.5,49.5,55,7,6,1,5,2,65,85,1,2,3,1,2,2.02,1,1,0,0,NA,0,NA,1,20
48,3,"TX","texas",50,50,88,49,50,87,42,3,9,1,5,NA,90,60,NA,NA,NA,6,3,NA,1,NA,NA,NA,NA,0,NA,0,-30
18,2,"IN","indiana",38,50,37,61,63,50,49,5,7,1,5,NA,45,45,1,1,2,7,5,NA,1,0,NA,0,NA,0,NA,0,0
17,2,"IL","illinois",32,11.3333333333333,9.66666666666667,38.6666666666667,44,42.6666666666667,36,4,12,1,5,NA,0,0,1,1,2,7,6,0.4,0,0,NA,0,NA,0,NA,0,0
6,4,"CA","california",30.5,43.5,37,43.5,31,37,78,3,12,1,5,7,50,50,1,2,2,3,2,0.96,1,1,1,0,NA,-1,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,40,1,1,2,7,5,0.2,NA,0,NA,0,NA,0,NA,0,-15
12,3,"FL","florida",25,30,37,24,30,12,57,4,7,1,5,NA,0,0,NA,NA,2,7,1,NA,0,NA,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,65,65,NA,NA,1,2,4,NA,NA,NA,1,NA,NA,0,NA,0,0
36,1,"NY","new york",43,43.5,44,43,43.5,43.5,62,3,9,1,5,2,51,20,0,NA,NA,2,4,0.71,0,NA,0,NA,NA,0,NA,0,-31
12,3,"FL","florida",18.5,18.5,19,12.5,12.5,12.5,52,6,14,1,5,2,85,77,1,2,1,1,3,NA,0,1,0,0,0,0,0,0,-8
35,4,"NM","new mexico",11,5.5,5.5,7.5,5,5.5,59,4,10,1,5,2,75,75,1,2,1,2,4,0.16,1,1,0,0,0,0,0,0,0
49,4,"UT","utah",16.3333333333333,17.6666666666667,28.6666666666667,28.6666666666667,26.6666666666667,33.3333333333333,41,4,12,1,5,NA,0,0,1,1,2,7,6,0.23,0,0,NA,0,NA,0,NA,0,0
36,1,"NY","new york",29.5,40.5,41.5,62.5,54,61.5,68,7,16,1,5,2,85,85,0,NA,1,1,2,0.14,0,NA,0,NA,NA,0,1,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,75,65,1,2,2,3,5,NA,NA,1,0,0,NA,-1,NA,0,-10
6,4,"CA","california",35.3333333333333,33.3333333333333,38,43,28.6666666666667,33.3333333333333,31,6,11,1,5,7,45,75,1,2,1,2,4,0.62,1,1,1,0,0,0,0,1,30
13,3,"GA","georgia",24.5,24.5,25,24,25,24.5,58,6,11,1,5,2,95,85,1,2,1,1,2,0.4,1,1,0,0,0,0,0,0,-10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,50,NA,NA,1,3,5,NA,NA,NA,1,NA,NA,0,NA,1,40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,60,50,NA,NA,1,2,3,NA,NA,NA,0,NA,NA,0,NA,0,-10
19,2,"IA","iowa",29.5,28,27.5,20.5,21.5,21,41,6,6,1,5,7,10,100,1,2,1,1,4,0.26,1,1,1,0,0,0,0,1,90
33,1,"NH","new hampshire",49.5,49,50,50,49.5,49.5,48,3,13,1,5,NA,0,0,1,1,4,7,6,0.58,1,0,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,0,NA,1,35
37,3,"NC","north carolina",49,50,50,49,49.5,49.5,58,9,1,1,5,7,50,85,1,2,1,2,2,0.37,1,1,1,0,0,0,0,1,35
30,4,"MT","montana",49,30,38,37,39,38,44,4,7,1,5,NA,0,5,1,1,2,7,4,NA,1,0,NA,0,NA,0,NA,1,5
35,4,"NM","new mexico",19,13,9,21,13,7,51,6,16,4,5,7,90,90,NA,NA,1,1,5,NA,1,NA,1,NA,NA,0,NA,0,0
46,2,"SD","south dakota",25,25,31,60.5,38,43.5,69,8,10,1,5,7,40,40,1,2,1,1,4,0.25,1,1,1,0,0,0,0,0,0
6,4,"CA","california",32.5,39.5,37.5,28.5,29,30.5,63,7,12,1,5,7,80,80,1,2,1,3,1,0.12,1,1,1,0,0,0,0,0,0
6,4,"CA","california",18.5,19,19,19,18.5,18,53,4,7,1,5,7,50,75,0,NA,NA,1,2,1.85,0,NA,1,NA,NA,0,NA,1,25
48,3,"TX","texas",43,37,43.5,43,37,43.5,30,3,9,1,5,NA,50,50,1,1,NA,7,7,1.88,0,0,NA,NA,NA,0,NA,0,0
12,3,"FL","florida",31,25,24,74,62,62.5,64,3,5,1,5,NA,0,5,1,1,2,5,6,0.74,0,0,NA,0,NA,0,NA,1,5
9,1,"CT","connecticut",50,49.5,43,43.5,43,43,67,3,13,1,5,NA,75,50,1,2,1,5,4,0.37,1,1,NA,0,0,0,0,0,-25
24,3,"MD","maryland",42,24.5,31,74.5,36.5,69.5,50,3,9,1,5,2,85,45,0,NA,NA,3,5,0.53,0,NA,0,NA,NA,0,NA,0,-40
26,2,"MI","michigan",37.5,31,42.5,37,31,43,53,3,15,1,5,7,30,35,1,NA,1,2,6,0.38,1,NA,1,NA,NA,0,0,1,5
55,2,"WI","wisconsin",31.5,28,31,49.5,36,44,35,5,11,1,5,NA,45,50,0,NA,2,6,5,0.32,0,NA,NA,0,NA,0,NA,1,5
55,2,"WI","wisconsin",22,25.6666666666667,28.6666666666667,47.3333333333333,49.3333333333333,53.6666666666667,43,7,18,1,5,NA,40,70,1,2,2,5,5,0.3,0,1,NA,0,NA,-1,NA,1,30
34,1,"NJ","new jersey",49.5,49.5,49,50,50,49,23,4,6,1,5,7,55,60,1,2,1,3,1,1.63,1,1,1,0,0,0,0,1,5
29,2,"MO","missouri",39,37,49,48,48,50,39,4,12,1,5,NA,10,15,1,1,2,7,7,NA,1,0,NA,0,NA,0,NA,1,5
26,2,"MI","michigan",41,39,43,60,60.5,55.5,46,3,8,1,5,NA,0,25,1,1,2,6,6,0.48,1,0,NA,0,NA,0,NA,1,25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,80,75,NA,NA,1,3,2,NA,NA,NA,0,NA,NA,0,NA,0,-5
22,3,"LA","louisiana",37,37,37,37,37,37,19,2,15,1,5,NA,1,NA,0,NA,NA,5,4,NA,0,NA,NA,NA,NA,0,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
46,2,"SD","south dakota",42.5,42.5,43,56,56,44.5,55,3,14,1,5,NA,25,50,1,1,2,6,5,0.64,0,0,NA,0,NA,0,NA,1,25
39,2,"OH","ohio",24,25,24,24,25,25,52,6,11,1,5,4,65,60,1,2,1,3,5,NA,1,1,0,0,0,0,0,0,-5
17,2,"IL","illinois",49.5,43.5,24,49.5,37,25,38,6,17,1,5,NA,66,77,1,1,2,6,5,0.46,0,0,NA,0,NA,0,NA,1,11
39,2,"OH","ohio",18.5,13,13,12.5,12.5,13,61,4,15,1,5,NA,40,65,1,1,2,5,6,0.57,1,0,NA,0,NA,0,NA,1,25
9,1,"CT","connecticut",12.5,16,14,79.5,76,80,36,4,13,1,5,NA,5,10,1,1,2,7,6,0.34,1,0,NA,0,NA,0,NA,1,5
26,2,"MI","michigan",24.5,30.5,24,42.5,37,44,58,4,16,1,5,NA,NA,NA,1,2,2,3,2,NA,1,1,NA,0,NA,-1,NA,NA,NA
9,1,"CT","connecticut",34,24.5,30.5,37,36.5,40,20,2,2,1,5,7,30,72,1,2,NA,2,2,4.46,0,1,1,0,NA,0,NA,1,42
35,4,"NM","new mexico",37,31,31,24.5,30,30.5,76,8,18,1,5,NA,25,50,1,1,2,6,4,0.22,0,0,NA,0,NA,0,NA,1,25
19,2,"IA","iowa",28.6666666666667,28.3333333333333,25,29.3333333333333,28,25,48,6,13,1,5,8,0,50,1,1,2,5,4,0.25,1,0,0,0,NA,0,NA,1,50
42,1,"PA","pennsylvania",12.5,24.5,25,12,24.5,24.5,49,4,16,1,5,7,70,85,1,2,1,1,4,0.38,1,1,1,0,0,0,0,1,15
17,2,"IL","illinois",12,14.5,12.5,28,24.5,24,60,3,5,1,5,7,50,100,0,NA,1,1,4,NA,1,NA,1,NA,NA,0,1,1,50
2,4,"AK","alaska",20.6666666666667,26.3333333333333,24.3333333333333,28.6666666666667,33,30.6666666666667,52,4,7,1,5,NA,0,0,1,1,2,6,4,0.3,1,0,NA,0,NA,0,NA,0,0
6,4,"CA","california",49.5,49.5,50,49,49,49,28,6,11,1,5,7,60,90,1,2,1,1,2,0.6,1,1,1,0,0,0,0,1,30
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,7,6,NA,NA,NA,NA,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,70,65,NA,NA,1,2,4,NA,NA,NA,0,NA,NA,0,NA,0,-5
55,2,"WI","wisconsin",30.5,50,50,87.5,80,87.5,35,5,8,1,5,2,30,10,1,1,NA,6,3,0.37,1,0,0,NA,NA,0,NA,0,-20
39,2,"OH","ohio",12.5,12.5,12,12.5,12.5,12.5,49,4,8,1,5,NA,5,20,1,1,2,7,6,0.3,0,0,NA,0,NA,0,NA,1,15
51,3,"VA","virginia",37,38,51,32,32,34,59,4,11,1,5,7,50,65,1,2,2,3,4,NA,1,1,1,0,NA,-1,NA,1,15
47,3,"TN","tennessee",31.3333333333333,27,32.6666666666667,28.3333333333333,19.6666666666667,27.3333333333333,67,6,18,1,5,NA,75,10,1,1,2,7,5,0.19,1,0,NA,0,NA,0,NA,0,-65
12,3,"FL","florida",25,19,24,25,18,24.5,34,6,16,4,5,NA,NA,NA,0,NA,NA,2,3,NA,0,NA,NA,NA,NA,0,NA,NA,NA
26,2,"MI","michigan",50,50,50,49,50,50,61,6,4,2,5,2,25,50,NA,NA,1,3,5,NA,0,NA,0,NA,NA,0,NA,1,25
41,4,"OR","oregon",30.5,31,31,31,30,31,46,6,1,1,5,7,75,90,1,2,3,1,2,0.4,1,1,1,0,NA,0,NA,1,15
12,3,"FL","florida",43.5,37.5,55.5,62,31,49.5,56,4,12,1,5,7,50,75,1,2,1,1,2,0.19,0,1,1,0,0,0,0,1,25
17,2,"IL","illinois",37,37,37,36.5,37,37,37,4,9,1,5,2,100,0,1,2,1,1,2,0.21,0,1,0,0,0,0,0,0,-100
27,2,"MN","minnesota",36.5,36.5,30,36.5,37,36.5,72,4,13,1,5,2,75,50,1,2,1,1,4,0.14,0,1,0,0,0,0,0,0,-25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50,50,NA,NA,NA,3,4,NA,NA,NA,1,NA,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,NA,6,4,7.04,NA,NA,NA,NA,NA,0,NA,1,10
40,3,"OK","oklahoma",43,31,37,43.5,30.5,43.5,66,9,15,1,5,NA,65,25,1,1,2,6,6,0.27,1,0,NA,0,NA,0,NA,0,-40
48,3,"TX","texas",24,21,18,24.5,20.5,17.5,49,4,11,1,5,NA,25,20,1,1,2,7,6,0.34,1,0,NA,0,NA,0,NA,0,-5
54,3,"WV","west virginia",31.5,31,32,31,31,31.5,81,4,8,1,5,2,70,95,1,2,1,2,2,0.78,1,1,0,0,0,0,0,1,25
46,2,"SD","south dakota",26.3333333333333,33.3333333333333,30.6666666666667,26.6666666666667,31.3333333333333,28.6666666666667,47,4,13,1,5,2,35,50,1,2,1,3,4,0.45,0,1,0,0,0,0,0,1,15
39,2,"OH","ohio",18,18.5,18.5,18.5,18.5,18,54,6,14,1,5,NA,80,50,1,1,2,6,3,0.2,1,0,NA,0,NA,0,NA,0,-30
51,3,"VA","virginia",36,37.5,37.5,36.5,37,43.5,60,4,14,1,5,NA,25,0,1,1,2,5,4,0.34,1,0,NA,0,NA,0,NA,0,-25
36,1,"NY","new york",56,43.5,43,56,50,50,42,6,14,1,5,7,50,50,1,1,2,6,4,NA,0,0,1,0,NA,0,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,50,NA,NA,2,5,2,NA,NA,NA,0,0,NA,0,NA,0,0
29,2,"MO","missouri",24.5,24.5,23.5,24,25,24.5,68,7,11,1,5,7,77,78,1,2,1,3,4,0.19,0,1,1,0,0,0,0,1,1
37,3,"NC","north carolina",49.3333333333333,53.3333333333333,49.3333333333333,50,53,49.3333333333333,50,5,13,2,5,7,50,100,1,2,1,1,4,0.63,0,1,1,0,0,0,0,1,50
36,1,"NY","new york",6.5,6.5,18.5,31,36.5,43.5,51,6,10,2,5,NA,0,45,1,1,2,7,4,0.52,0,0,NA,0,NA,0,NA,1,45
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,99,37,NA,NA,NA,2,3,NA,NA,NA,0,NA,NA,0,NA,0,-62
51,3,"VA","virginia",12,13,12.3333333333333,12.3333333333333,18.3333333333333,12.3333333333333,48,6,18,1,5,NA,0,30,0,NA,2,7,5,0.43,0,NA,NA,0,NA,0,NA,1,30
36,1,"NY","new york",46,46,45.5,47.5,48,47.5,63,6,16,4,5,7,68,74,1,2,1,3,4,8.37,1,1,1,0,0,0,0,1,6
6,4,"CA","california",18.5,18.5,18.5,18.5,18,25,32,5,15,1,5,NA,15,15,1,1,2,7,6,0.73,1,0,NA,0,NA,0,NA,0,0
12,3,"FL","florida",49.5,50.5,50.5,55.5,56,56,35,3,14,1,5,NA,25,25,1,1,2,6,4,1.36,1,0,NA,0,NA,0,NA,0,0
16,4,"ID","idaho",49.5,49.5,49.5,74.5,56,61.5,64,9,10,1,5,NA,1,0,1,1,2,5,6,0.29,0,0,NA,0,NA,0,NA,0,-1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,2,6,4,NA,NA,NA,NA,0,NA,0,NA,NA,NA
12,3,"FL","florida",38,38,40.5,40,40,40,74,6,9,1,5,NA,10,25,1,1,2,7,6,0.39,1,0,NA,0,NA,0,NA,1,15
